entity1,entity2,sentence
míriel,trouve,"Míriel refuse de fuir mais Elendil par vers l'ouest de l'île retrouver sont fils.[11] Dans La Terre du Milieu : L'Ombre du Mordor, Númenor est la troisième terre à être connue et où l'on peut jouer."
gollum,énigmes,"Lorsque Bilbon raconte cette aventure, sa première version de l'histoire est que Gollum lui a promis de lui faire un cadeau s'il gagne au jeu des énigmes (alors qu'en vérité sa promesse est de lui indiquer comment sortir de la montagne)."
gollum,vérité,"Lorsque Bilbon raconte cette aventure, sa première version de l'histoire est que Gollum lui a promis de lui faire un cadeau s'il gagne au jeu des énigmes (alors qu'en vérité sa promesse est de lui indiquer comment sortir de la montagne)."
gollum,gagne,"Lorsque Bilbon raconte cette aventure, sa première version de l'histoire est que Gollum lui a promis de lui faire un cadeau s'il gagne au jeu des énigmes (alors qu'en vérité sa promesse est de lui indiquer comment sortir de la montagne)."
gollum,promis,"Lorsque Bilbon raconte cette aventure, sa première version de l'histoire est que Gollum lui a promis de lui faire un cadeau s'il gagne au jeu des énigmes (alors qu'en vérité sa promesse est de lui indiquer comment sortir de la montagne)."
gollum,cadeau,"Lorsque Bilbon raconte cette aventure, sa première version de l'histoire est que Gollum lui a promis de lui faire un cadeau s'il gagne au jeu des énigmes (alors qu'en vérité sa promesse est de lui indiquer comment sortir de la montagne)."
confiance,aigles,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
confiance,changeur,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
confiance,nombre,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
confiance,montre,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
confiance,traversées,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
confiance,aventures,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
aventures,aigles,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
aventures,changeur,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
aventures,nombre,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
aventures,montre,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
aventures,traversées,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
aventures,confiance,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée."
drogon,parents,"alors qu'il a 99 ans, Bilbon adopte son neveu Frodon après que ses parents, Drogon Sacquet (cousin de Bilbon) et Primula Brandebouc, aient été victimes d'une noyade dans la rivière Brandevin neuf ans plus tôt."
drogon,victimes,"alors qu'il a 99 ans, Bilbon adopte son neveu Frodon après que ses parents, Drogon Sacquet (cousin de Bilbon) et Primula Brandebouc, aient été victimes d'une noyade dans la rivière Brandevin neuf ans plus tôt."
drogon,opte,"alors qu'il a 99 ans, Bilbon adopte son neveu Frodon après que ses parents, Drogon Sacquet (cousin de Bilbon) et Primula Brandebouc, aient été victimes d'une noyade dans la rivière Brandevin neuf ans plus tôt."
drogon,rivière,"alors qu'il a 99 ans, Bilbon adopte son neveu Frodon après que ses parents, Drogon Sacquet (cousin de Bilbon) et Primula Brandebouc, aient été victimes d'une noyade dans la rivière Brandevin neuf ans plus tôt."
drogon,brandevin,"alors qu'il a 99 ans, Bilbon adopte son neveu Frodon après que ses parents, Drogon Sacquet (cousin de Bilbon) et Primula Brandebouc, aient été victimes d'une noyade dans la rivière Brandevin neuf ans plus tôt."
fête,réception,"En 3001 T.A., Bilbon organise une réception pour son anniversaire et celui de Frodon (ils sont nés tous les deux un 22 septembre)[24]. Bilbon a en fait décidé de partir et cette fête est l'occasion pour lui de dire au revoir et d'annoncer qu'il laisse tous ses biens en héritage à Frodon."
fête,septembre,"En 3001 T.A., Bilbon organise une réception pour son anniversaire et celui de Frodon (ils sont nés tous les deux un 22 septembre)[24]. Bilbon a en fait décidé de partir et cette fête est l'occasion pour lui de dire au revoir et d'annoncer qu'il laisse tous ses biens en héritage à Frodon."
fête,annonce,"En 3001 T.A., Bilbon organise une réception pour son anniversaire et celui de Frodon (ils sont nés tous les deux un 22 septembre)[24]. Bilbon a en fait décidé de partir et cette fête est l'occasion pour lui de dire au revoir et d'annoncer qu'il laisse tous ses biens en héritage à Frodon."
fête,héritage,"En 3001 T.A., Bilbon organise une réception pour son anniversaire et celui de Frodon (ils sont nés tous les deux un 22 septembre)[24]. Bilbon a en fait décidé de partir et cette fête est l'occasion pour lui de dire au revoir et d'annoncer qu'il laisse tous ses biens en héritage à Frodon."
fête,biens,"En 3001 T.A., Bilbon organise une réception pour son anniversaire et celui de Frodon (ils sont nés tous les deux un 22 septembre)[24]. Bilbon a en fait décidé de partir et cette fête est l'occasion pour lui de dire au revoir et d'annoncer qu'il laisse tous ses biens en héritage à Frodon."
biens,discours,"Parmi ses biens se trouve notamment l'Anneau, qu'il utilise une dernière fois en disparaissant à la fin de son discours d'adieu."
biens,trouve,"Parmi ses biens se trouve notamment l'Anneau, qu'il utilise une dernière fois en disparaissant à la fin de son discours d'adieu."
racines,atteintes,Le racines profondes ne sont pas atteintes par le gel.
racines,profondes,Le racines profondes ne sont pas atteintes par le gel.
racines,atteintes,Le racines profondes ne sont pas atteintes par le gel.
racines,profondes,Le racines profondes ne sont pas atteintes par le gel.
personnalité,nains,"Néanmoins, la personnalité de Bilbon évolue au fil de son aventure, initiée par Gandalf le Gris, à travers la Terre du Milieu en compagnie de Thorin Écu-de-Chêne et de ses Nains."
émotions,personnalité,"Une dépendance progressive s'installe alors, influant sur sa personnalité dont les émotions sont exacerbées."
discours,réception,Ce discours a été prononcé par Bilbon lors de la réception pour son 111ème anniversaire.
nombre,expression,"Votre nombre a été choisi pour concorder avec ce total remarquable : une Grosse, si vous me permettez cette expression."
banquet,berci,"Le banquet fut splendide, toutefois, encore que je fusse affligé d'un fort rhume à ce moment, je m'en souviens, et je pouvais seulement dire "" Berci beaucoup ""."
banquet,fusse,"Le banquet fut splendide, toutefois, encore que je fusse affligé d'un fort rhume à ce moment, je m'en souviens, et je pouvais seulement dire "" Berci beaucoup ""."
nombre,expression,"Votre nombre a été choisi pour concorder avec ce total remarquable : une Grosse, si vous me permettez cette expression."
banquet,berci,"Le banquet fut splendide, toutefois, encore que je fusse affligé d'un fort rhume à ce moment, je m'en souviens, et je pouvais seulement dire "" Berci beaucoup ""."
banquet,fusse,"Le banquet fut splendide, toutefois, encore que je fusse affligé d'un fort rhume à ce moment, je m'en souviens, et je pouvais seulement dire "" Berci beaucoup ""."
rhudaur,argeleb,"Puis, sous le commandement du Roi-Sorcier, le Rhudaur envahit l'Arthedain en 1356 T.A., et, dans l'attaque, le roi Argeleb Ier d'Arthedain mourut."
rhudaur,mourut,"Puis, sous le commandement du Roi-Sorcier, le Rhudaur envahit l'Arthedain en 1356 T.A., et, dans l'attaque, le roi Argeleb Ier d'Arthedain mourut."
rhudaur,envahit,"Puis, sous le commandement du Roi-Sorcier, le Rhudaur envahit l'Arthedain en 1356 T.A., et, dans l'attaque, le roi Argeleb Ier d'Arthedain mourut."
rhudaur,arthedain,"Puis, sous le commandement du Roi-Sorcier, le Rhudaur envahit l'Arthedain en 1356 T.A., et, dans l'attaque, le roi Argeleb Ier d'Arthedain mourut."
arthedain,armées,"Cependant, avec l'aide des armées du Cardolan, l'Arthedain parvint à maintenir une ligne de défense le long des Collines du Vent."
arthedain,ligne,"Cependant, avec l'aide des armées du Cardolan, l'Arthedain parvint à maintenir une ligne de défense le long des Collines du Vent."
arthedain,collines,"Cependant, avec l'aide des armées du Cardolan, l'Arthedain parvint à maintenir une ligne de défense le long des Collines du Vent."
arthedain,cardolan,"Cependant, avec l'aide des armées du Cardolan, l'Arthedain parvint à maintenir une ligne de défense le long des Collines du Vent."
magie,nord,"Le royaume d'Angmar était détruit et le Roi-sorcier se réfugia au Mordor, mais, malgré cela, les peuples du Nord évitèrent à partir de ce jour et pour toujours les ruines de ce royaume malfaisant, comme si la magie noire y était toujours présente."
magie,jours,"Le royaume d'Angmar était détruit et le Roi-sorcier se réfugia au Mordor, mais, malgré cela, les peuples du Nord évitèrent à partir de ce jour et pour toujours les ruines de ce royaume malfaisant, comme si la magie noire y était toujours présente."
magie,peuples,"Le royaume d'Angmar était détruit et le Roi-sorcier se réfugia au Mordor, mais, malgré cela, les peuples du Nord évitèrent à partir de ce jour et pour toujours les ruines de ce royaume malfaisant, comme si la magie noire y était toujours présente."
peuples,magie,"Le royaume d'Angmar était détruit et le Roi-sorcier se réfugia au Mordor, mais, malgré cela, les peuples du Nord évitèrent à partir de ce jour et pour toujours les ruines de ce royaume malfaisant, comme si la magie noire y était toujours présente."
peuples,nord,"Le royaume d'Angmar était détruit et le Roi-sorcier se réfugia au Mordor, mais, malgré cela, les peuples du Nord évitèrent à partir de ce jour et pour toujours les ruines de ce royaume malfaisant, comme si la magie noire y était toujours présente."
peuples,jours,"Le royaume d'Angmar était détruit et le Roi-sorcier se réfugia au Mordor, mais, malgré cela, les peuples du Nord évitèrent à partir de ce jour et pour toujours les ruines de ce royaume malfaisant, comme si la magie noire y était toujours présente."
description,écrite,Une description détaillée (apocryphe) de l'Angmar a été écrite dans Angmar
frères,aegnor,"Ses frères sont Finrod, Orodreth, Angrod et Aegnor[1]. Galadriel est la nièce de Fëanor, l'Elfe le plus important du début du Premier Âge."
beauté,jeunesse,"Dès sa jeunesse, sa beauté fait déjà l'admiration de tous, notamment sa chevelure qui brille d'un éclat singulier, comme si elle avait capturé la lumière des Arbres ;"
beauté,lumière,"Dès sa jeunesse, sa beauté fait déjà l'admiration de tous, notamment sa chevelure qui brille d'un éclat singulier, comme si elle avait capturé la lumière des Arbres ;"
beauté,chevelure,"Dès sa jeunesse, sa beauté fait déjà l'admiration de tous, notamment sa chevelure qui brille d'un éclat singulier, comme si elle avait capturé la lumière des Arbres ;"
beauté,arbre,"Dès sa jeunesse, sa beauté fait déjà l'admiration de tous, notamment sa chevelure qui brille d'un éclat singulier, comme si elle avait capturé la lumière des Arbres ;"
distinctes,confuse,"Une grande partie de l'histoire de la dame Galadriel est confuse, et plusieurs histoires distinctes sont racontées à son sujet dans les Contes et légendes inachevés."
distinctes,raconté,"Une grande partie de l'histoire de la dame Galadriel est confuse, et plusieurs histoires distinctes sont racontées à son sujet dans les Contes et légendes inachevés."
distinctes,histoires,"Une grande partie de l'histoire de la dame Galadriel est confuse, et plusieurs histoires distinctes sont racontées à son sujet dans les Contes et légendes inachevés."
plupart,von,"Ainsi, la plupart des exilés Noldor vont désormais utiliser le Sindarin comme langage de la vie courante.[7]"
plupart,langage,"Ainsi, la plupart des exilés Noldor vont désormais utiliser le Sindarin comme langage de la vie courante.[7]"
plupart,exil,"Ainsi, la plupart des exilés Noldor vont désormais utiliser le Sindarin comme langage de la vie courante.[7]"
plupart,sindar,"Ainsi, la plupart des exilés Noldor vont désormais utiliser le Sindarin comme langage de la vie courante.[7]"
celebrimbor,eregion,"Ainsi, vers 1350, la Guilde se révolte contre l'autorité de Galadriel et Celeborn, et Celebrimbor devient seigneur d'Eregion."
celebrimbor,autorité,"Ainsi, vers 1350, la Guilde se révolte contre l'autorité de Galadriel et Celeborn, et Celebrimbor devient seigneur d'Eregion."
celebrimbor,guilde,"Ainsi, vers 1350, la Guilde se révolte contre l'autorité de Galadriel et Celeborn, et Celebrimbor devient seigneur d'Eregion."
guilde,eregion,"Ainsi, vers 1350, la Guilde se révolte contre l'autorité de Galadriel et Celeborn, et Celebrimbor devient seigneur d'Eregion."
guilde,autorité,"Ainsi, vers 1350, la Guilde se révolte contre l'autorité de Galadriel et Celeborn, et Celebrimbor devient seigneur d'Eregion."
guilde,celebrimbor,"Ainsi, vers 1350, la Guilde se révolte contre l'autorité de Galadriel et Celeborn, et Celebrimbor devient seigneur d'Eregion."
armées,défaites,"Puis, grâce à un renfort inespéré de Númenor, les armées de Sauron sont défaites et l'Eriador libéré."
armées,inespéré,"Puis, grâce à un renfort inespéré de Númenor, les armées de Sauron sont défaites et l'Eriador libéré."
avis,sein,"Dès le début, elle souhaite que Gandalf tienne une place prépondérante au sein du conseil, mais son avis n'est pas suivi[3]. A partir de 2480, des Orques se répandent dans les Monts Brumeux et y aménagent des places fortes afin de bloquer tous les passages vers l'Eriador."
avis,brumeux,"Dès le début, elle souhaite que Gandalf tienne une place prépondérante au sein du conseil, mais son avis n'est pas suivi[3]. A partir de 2480, des Orques se répandent dans les Monts Brumeux et y aménagent des places fortes afin de bloquer tous les passages vers l'Eriador."
avis,passages,"Dès le début, elle souhaite que Gandalf tienne une place prépondérante au sein du conseil, mais son avis n'est pas suivi[3]. A partir de 2480, des Orques se répandent dans les Monts Brumeux et y aménagent des places fortes afin de bloquer tous les passages vers l'Eriador."
avis,places,"Dès le début, elle souhaite que Gandalf tienne une place prépondérante au sein du conseil, mais son avis n'est pas suivi[3]. A partir de 2480, des Orques se répandent dans les Monts Brumeux et y aménagent des places fortes afin de bloquer tous les passages vers l'Eriador."
avis,prépondérante,"Dès le début, elle souhaite que Gandalf tienne une place prépondérante au sein du conseil, mais son avis n'est pas suivi[3]. A partir de 2480, des Orques se répandent dans les Monts Brumeux et y aménagent des places fortes afin de bloquer tous les passages vers l'Eriador."
avis,monts,"Dès le début, elle souhaite que Gandalf tienne une place prépondérante au sein du conseil, mais son avis n'est pas suivi[3]. A partir de 2480, des Orques se répandent dans les Monts Brumeux et y aménagent des places fortes afin de bloquer tous les passages vers l'Eriador."
celebrían,lothlórien,"Ainsi, en 2509, alors qu'elle se rend en Lothlórien, Celebrían est capturée par des Orques dans les Monts Brumeux, au passage du col de Caradhras."
celebrían,brumeux,"Ainsi, en 2509, alors qu'elle se rend en Lothlórien, Celebrían est capturée par des Orques dans les Monts Brumeux, au passage du col de Caradhras."
celebrían,caradhras,"Ainsi, en 2509, alors qu'elle se rend en Lothlórien, Celebrían est capturée par des Orques dans les Monts Brumeux, au passage du col de Caradhras."
celebrían,monts,"Ainsi, en 2509, alors qu'elle se rend en Lothlórien, Celebrían est capturée par des Orques dans les Monts Brumeux, au passage du col de Caradhras."
années,rencontre,"Quelques années plus tard, en 2980, Galadriel rencontre"
cadeau,mallorn,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,tira,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,sertie,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,valeur,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,argent,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,reprises,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,fourreau,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,lumière,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,graine,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,boîte,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,jardin,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,souvient,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,mèches,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
cadeau,cheveu,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;"
armées,repoussées,"La Lórien elle-même est attaquée trois fois (les 11, 15 et 22 mars[15]), mais les armées de Dol Guldur sont repoussées grâce au courage des Elfes et à la puissance de l'anneau de Galadriel."
funérailles,août,Les funérailles ont lieu le 10 août.
communauté,côtés,"Galadriel apparaît en personne plus tard lorsque la Communauté arrive en Lórien, les saluant aux côtés de son mari Celeborn."
communauté,lothlórien,Elle donne à Frodon une fiole de lumière lorsque la Communauté quitte la Lothlórien.
communauté,lumière,Elle donne à Frodon une fiole de lumière lorsque la Communauté quitte la Lothlórien.
communauté,fiole,Elle donne à Frodon une fiole de lumière lorsque la Communauté quitte la Lothlórien.
scènes,discours,"Bien qu'il y ait mention d'osanwe (""discours de la pensée"") dans les écrits de Tolkien, les scènes de Galadriel des Deux Tours n'ont pas d'équivalents directs dans les romans."
scènes,romans,"Bien qu'il y ait mention d'osanwe (""discours de la pensée"") dans les écrits de Tolkien, les scènes de Galadriel des Deux Tours n'ont pas d'équivalents directs dans les romans."
rencontre,retire,"La rencontre détruit presque Galadriel, cependant, Saroumane lui ordonne de se retirer en Lórien pendant qu'il promet de gérer lui-même la menace de Sauron."
míriel,convainc,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,raconté,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,expédition,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
