entity1,entity2,sentence,label,segment,pseudo_label
présence,chute,À noter que sa présence est anachronique car les évènements des jeux se déroulent en environ 2000 T.A. (la chute de Minas Ithil).,fait_partie_de,présence est anachronique car les évènements des jeux se déroulent en environ 2000 T.A. (la chute,traque
serviteurs,légions,"Lors de la Guerre de l'Anneau, la Lórien est à trois reprises assaillie par des légions venant de Dol Guldur, mais les serviteurs de Sauron sont à chaque fois tenus en échec.",regne_sur,"légions venant de Dol Guldur, mais les serviteurs",fait_partie_de
shagrat,mailles,"Et alors que Sam parvient à sauver son ami, Shagrat parvient à s'échapper en emportant la cotte de mailles en mithril jusqu'à Barad-dûr.",est_ami_de,Shagrat parvient à s'échapper en emportant la cotte de mailles,a_titre
racines,atteintes,Le racines profondes ne sont pas atteintes par le gel.,fait_partie_de,racines profondes ne sont pas atteintes,fait_partie_de
rôdeur,compte,"Après avoir envoyé le corps de Boromir le long de la rivière dans l'un des bateaux, Legolas se prépare à suivre Frodon et Sam, mais voyant Aragorn hésiter, il se rend compte que le Rôdeur n'a pas l'intention de les suivre.",fait_partie_de,compte que le Rôdeur,traque
gobelins,cadavres,Legolas et les autres voient les cadavres nains qui les attendent et le prince elfique en déduit immédiatement que des gobelins se cachent à proximité.,appartient_a_race,cadavres nains qui les attendent et le prince elfique en déduit immédiatement que des gobelins,appartient_a_race
forteresse,réveille,"Cette nouvelle forteresse sera érigée au sein des Montagnes de Fer et sera placée sous le commandement de son fidèle lieutenant : Sauron.[3] Comme les Valar ne savaient pas où les enfants d'Ilúvatar se réveilleraient, ils hésitèrent à faire la guerre contre Melkor, craignant que le choc de leurs pouvoirs n'entraîne des dommages collatéraux massifs comme ils n'en avaient pas vus depuis la destruction des lampes.",fait_partie_de,forteresse sera érigée au sein des Montagnes de Fer et sera placée sous le commandement de son fidèle lieutenant : Sauron.[3] Comme les Valar ne savaient pas où les enfants d'Ilúvatar se réveille,est_ennemi_de
royaumes,cardolan,"Les trois royaumes Dúnedain du nord sont directement menacés, et, un siècle plus tard, les royaumes du Rhudaur et du Cardolan sont détruits.",regne_sur,"royaumes Dúnedain du nord sont directement menacés, et, un siècle plus tard, les royaumes du Rhudaur et du Cardolan",se_marie_avec
cavaliers,théoden,"Malgré cette difficulté, les cavaliers du Rohan parviennent à résister jusqu'au moment où le Roi-sorcier d'Angmar confronte Théoden et le désarçonne violemment.",appartient_a_race,cavaliers du Rohan parviennent à résister jusqu'au moment où le Roi-sorcier d'Angmar confronte Théoden,est_allie_de
orientaux,querelle,"Les Orientaux vont également, sous l'influence du Seigneur des Ténèbres, relancer leurs querelles contre le Gondor et ce qui reste des Hommes du Nord.",fait_partie_de,"Orientaux vont également, sous l'influence du Seigneur des Ténèbres, relancer leurs querelle",est_enfant_de
celebrimbor,corruptibles,"Celebrimbor ne veut pas, les hommes sont trop facilement corruptibles, et ont même aidé Adar.",fait_partie_de,"Celebrimbor ne veut pas, les hommes sont trop facilement corruptibles",est_enfant_de
vainqueurs,forteresse,"Peu après, les vainqueurs de la bataille du Gouffre de Helm rendent visite à Saroumane en Isengard, qui a trouvé refuge dans la tour d'Orthanc, forteresse indestructible, seule rescapée de la furie des Ents, qui le maintiennent là sous une garde vigilante.",combat_contre,"vainqueurs de la bataille du Gouffre de Helm rendent visite à Saroumane en Isengard, qui a trouvé refuge dans la tour d'Orthanc, forteresse",sacrifie_pour
discours,réception,Ce discours a été prononcé par Bilbon lors de la réception pour son 111ème anniversaire.,fait_partie_de,discours a été prononcé par Bilbon lors de la réception,a_titre
nazgûls,rôdeur,"Alors que les quatre autres Nazgûls poursuivent les Rôdeurs puis reviennent pour surveiller la frontière Est de La Comté le long du Chemin Vert, le Seigneur de Morgul établit son camp à Andrath.",fait_partie_de,Nazgûls poursuivent les Rôdeur,traque
garde,thangorodrim,"Une froide nuit d'hiver, alors que la garde elfique était moins vigilante, Morgoth envoya de terribles fleuves de feu et de lave depuis le Thangorodrim et des vapeurs toxiques depuis les Montagnes de Fer.",regne_sur,"garde elfique était moins vigilante, Morgoth envoya de terribles fleuves de feu et de lave depuis le Thangorodrim",est_mentor_de
bâton,chapeau,"Il porte un chapeau âbimé, assorti d’un bâton recouvert de lianes et de champignons.",porte_objet,"chapeau âbimé, assorti d’un bâton",se_marie_avec
humbles,réservent,"Pendant le Long Hiver de 2758 T.A., Gandalf leur vient en aide.[8] C'est alors qu'il est témoin et est admiré de la pitié et du courage que les humbles Hobbits réservent dans leur cœur.[11]",fait_partie_de,humbles Hobbits réservent,est_mentor_de
théoden,convainc,Théoden n'est pas convaincu de pouvoir résister aux innombrables troupes d'Uruk-hai.,fait_partie_de,Théoden n'est pas convainc,regne_sur
celebrimbor,aime,Celebrimbor lui demande alors qui il est vraiment et lui lance le marteau de Fëanor qui brise une fenêtre.,fait_partie_de,Celebrimbor lui demande alors qui il est vraime,est_enfant_de
havre,visiteurs,"les força à déménager à Rómenna, et le havre fut fermé aux visiteurs Elfes.",appartient_a_race,havre fut fermé aux visiteurs,fait_partie_de
celebrimbor,mithril,"Il fait expulser Elrond de Khazad-dûm, fermer la mine et déshérite son fils.[25] À Ost-in-Edhil, Celebrimbor n'a que le petit morceau de Mithril que lui a rendu Durin.",est_enfant_de,Celebrimbor n'a que le petit morceau de Mithril,est_enfant_de
nazgûls,cache,"Ainsi, dans la nuit de 23 au 24 février, non loin de Sarn Gebir, le coursiers ailé d'un Nazgûl est abattu par une flèche tirée par Legolas[10]. Puis, quelques jours plus tard, le 2 mars, Frodon, Sam et Gollum, en pleine traversée du Marais des Morts, doivent se cacher alors qu'une ombre noire les survole plusieurs fois[11]. Enfin, le 5 mars, à Dol Baran, juste après la ""gaffe"" de Pippin, un Nazgûl survole le campement du roi Théoden, en route vers l'Isengard[12]. Avec l'entrée en guerre ouverte de Sauron, les Nazgûls sont aux premiers rôles.",regne_sur,"cacher alors qu'une ombre noire les survole plusieurs fois[11]. Enfin, le 5 mars, à Dol Baran, juste après la ""gaffe"" de Pippin, un Nazgûl survole le campement du roi Théoden, en route vers l'Isengard[12]. Avec l'entrée en guerre ouverte de Sauron, les Nazgûls",traque
forces,tira,"Lorsque les forces d'Isengard commencent à lever plus d'échelles, l'Elfe parvient à gagner du temps en tirant sur les cordes, provoquant le renversement de l'une d'elles qui s'écrasent sur les Orques.",appartient_a_race,"forces d'Isengard commencent à lever plus d'échelles, l'Elfe parvient à gagner du temps en tira",fait_partie_de
smaug,alentours,"L'eau où gît Smaug est désormais crainte par le peuple des alentours, ses os restèrent plusieurs siècles en l'état au milieu des ruines, et personne n'osa plonger à la recherche des écailles de son armure.",fait_partie_de,Smaug est désormais crainte par le peuple des alentours,est_ennemi_de
arrivée,nírnaeth,L'arrivée des Elfes aux portes d'Angband lança la bataille de Nírnaeth Arnoediad.,combat_contre,arrivée des Elfes aux portes d'Angband lança la bataille de Nírnaeth,a_titre
chasseurs,parvient,"Lorsque les trois chasseurs arrivent à Meduseld, Gandalf parvient à libérer Théoden de l'influence de Saroumane.",regne_sur,"chasseurs arrivent à Meduseld, Gandalf parvient",a_titre
enfants,hésitèrent,"Cette nouvelle forteresse sera érigée au sein des Montagnes de Fer et sera placée sous le commandement de son fidèle lieutenant : Sauron.[3] Comme les Valar ne savaient pas où les enfants d'Ilúvatar se réveilleraient, ils hésitèrent à faire la guerre contre Melkor, craignant que le choc de leurs pouvoirs n'entraîne des dommages collatéraux massifs comme ils n'en avaient pas vus depuis la destruction des lampes.",fait_partie_de,"enfants d'Ilúvatar se réveilleraient, ils hésitèrent",est_mentor_de
eowyn,grand-mère,"A l'âge adulte, Eowyn est grande et élancée, douée d'une grâce et d'une noble allure qui lui viennent du Sud, de sa grand-mère Morwen de Lossarnach[3].",est_parent_de,"Eowyn est grande et élancée, douée d'une grâce et d'une noble allure qui lui viennent du Sud, de sa grand-mère",se_marie_avec
nazgûls,alliance,"Leur première apparition a lieu en 2251 D.A.[3], et ils vont s'attacher à combattre les forteresses que les hommes de Númenor ont bâti sur les côtes de la Terre du Milieu[2]. A la fin du Deuxième Âge, après la défaite de Sauron lors de la Guerre de la Dernière Alliance, les Nazgûls s'enfuient dans l'Est et se cachent, en attendant le retour de leur maitre[1]. Vers l'an 1000, Sauron revient à l'Ouest.",combat_contre,"Alliance, les Nazgûls",traque
tauriel,sylvestre,"Par conséquent, ce qui arrive à Tauriel après la Bataille des Cinq Armées reste inconnu, bien que l'actrice Evangeline Lilly ait déclaré dans une interview que Tauriel serait retournée au Royaume des Bois (Sylvestre).",combat_contre,"Tauriel après la Bataille des Cinq Armées reste inconnu, bien que l'actrice Evangeline Lilly ait déclaré dans une interview que Tauriel serait retournée au Royaume des Bois (Sylvestre",se_marie_avec
orientaux,relance,"Les Orientaux vont également, sous l'influence du Seigneur des Ténèbres, relancer leurs querelles contre le Gondor et ce qui reste des Hommes du Nord.",fait_partie_de,"Orientaux vont également, sous l'influence du Seigneur des Ténèbres, relance",est_enfant_de
utilisation,jeanne,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron.",regne_sur,Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation,est_enfant_de
forteresse,plans,"La tour semble être l'extension même de Sauron, ainsi, lorsque ce dernier réfléchit ou médite sur ses plans, la forteresse tout entière semble être en réflexion.",fait_partie_de,"plans, la forteresse",est_parent_de
communauté,côtés,"Galadriel apparaît en personne plus tard lorsque la Communauté arrive en Lórien, les saluant aux côtés de son mari Celeborn.",fait_partie_de,"Communauté arrive en Lórien, les saluant aux côtés",est_ennemi_de
tv,faiblesse,"- TV Spot 12 Gandalf réunit les Nains chez Bilbon pour exposer son plan Au fil des ans, Gandalf s'inquiète de la faiblesse des régions du Nord.",appartient_a_race,"TV Spot 12 Gandalf réunit les Nains chez Bilbon pour exposer son plan Au fil des ans, Gandalf s'inquiète de la faiblesse",a_titre
vitesse,lapins,La vitesse et la maniabilité du traîneau de lapins de Radagast lui permettent d'échapper aux Wargs avant qu'ils ne soient chassés par des cavaliers elfes menés par Elrond.,appartient_a_race,vitesse et la maniabilité du traîneau de lapins,porte_objet
cadeau,valeur,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;",appartient_a_race,cadeau est d'une valeur,porte_objet
preuve,table,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin.",regne_sur,preuve incontestable,fait_partie_de
cicatrices,guéries,"De plus, la douleur liée à ses sept blessures ne s'effaça jamais, les cicatrices ne furent jamais guéries.",fait_partie_de,cicatrices ne furent jamais guéries,appartient_a_race
bateau,tomba,"Parmi eux, Hagen se révèle être le promis d'Estrid, ce qui trouble Isildur qui tombait amoureux d'elle.[18] Un bateau de Númenor arrive à Pelargir et il va pouvoir rentrer chez lui.",fait_partie_de,tombait amoureux d'elle.[18] Un bateau,se_marie_avec
cadeau,argent,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;",appartient_a_race,"cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent",traque
confiance,aventures,"De nombreuses autres aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance que le magicien lui avait donné au début de l'aventure n'est pas usurpée.",appartient_a_race,"aventures sont traversées par la Compagnie de Thorin : ils sont sauvés du feu par des Aigles[13], hébergés chez un Changeur de Peau[14], attaqués par des araignées géantes[15], emprisonnés par les elfes de la forêt[16]. Au cours des deux dernières, alors que Gandalf les a quitté pour une affaire plus urgente (il faut chasser Sauron de Dol Guldur, comme il l'expliquera plus tard à Bilbon[17]), Bilbon démontre que la confiance",est_mentor_de
balin,roäc,"Balin est le seul membre de la Compagnie disposé à accompagner un peu le Hobbit dans le passage secret qui mène à l'intérieur de la Montagne et vers le Dragon.[11] C'est lui également qui à l'idée d'aller se cacher dans l'ancien Poste de Garde, après que Smaug les ait découvert.[12] La devant la Vieille Grive, il raconte à Bilbon l’ancienne amitié qui liait les nains d'Erebor et les grands Corbeaux de Ravenhill, ce qui amène la grive à leur ramener Roäc, le chef des corbeaux, qui leur annoncera la mort du dragon.[13] Balin combat et survit à la Bataille des Cinq Armées avec ses compagnons.",combat_contre,"Balin est le seul membre de la Compagnie disposé à accompagner un peu le Hobbit dans le passage secret qui mène à l'intérieur de la Montagne et vers le Dragon.[11] C'est lui également qui à l'idée d'aller se cacher dans l'ancien Poste de Garde, après que Smaug les ait découvert.[12] La devant la Vieille Grive, il raconte à Bilbon l’ancienne amitié qui liait les nains d'Erebor et les grands Corbeaux de Ravenhill, ce qui amène la grive à leur ramener Roäc",regne_sur
bague,valinor,"Sa bague, l'Anneau de Barahir, est un artefact fabriqué au Premier Âge en Valinor par les Elfes Noldor pour Finrod Felagund.",appartient_a_race,"bague, l'Anneau de Barahir, est un artefact fabriqué au Premier Âge en Valinor",se_marie_avec
celebrimbor,nains,"Celebrimbor décide de forger les Neuf Anneaux des hommes, pour équilibrer ceux des nains.",appartient_a_race,"Celebrimbor décide de forger les Neuf Anneaux des hommes, pour équilibrer ceux des nains",est_enfant_de
forteresse,hésitèrent,"Cette nouvelle forteresse sera érigée au sein des Montagnes de Fer et sera placée sous le commandement de son fidèle lieutenant : Sauron.[3] Comme les Valar ne savaient pas où les enfants d'Ilúvatar se réveilleraient, ils hésitèrent à faire la guerre contre Melkor, craignant que le choc de leurs pouvoirs n'entraîne des dommages collatéraux massifs comme ils n'en avaient pas vus depuis la destruction des lampes.",fait_partie_de,"forteresse sera érigée au sein des Montagnes de Fer et sera placée sous le commandement de son fidèle lieutenant : Sauron.[3] Comme les Valar ne savaient pas où les enfants d'Ilúvatar se réveilleraient, ils hésitèrent",est_ennemi_de
tauriel,terres,Tauriel demande ce qu'il y a au-delà de Gundabad et Legolas lui dit que ce sont les terres d'Angmar.,fait_partie_de,Tauriel demande ce qu'il y a au-delà de Gundabad et Legolas lui dit que ce sont les terres,est_ami_de
elendil,berek,"Avant de repartir pour Númenor, Elendil rend sa liberté à Berek, le cheval de son fils qui ne veut plus obéir.",est_enfant_de,Elendil rend sa liberté à Berek,est_enfant_de
nazgûls,guerriers,"Avant de devenir les Spectres de l'Anneaux, les Nazgûls sont à l'origine des Hommes du Deuxième Âge, rois ou seigneurs puissants, sorciers ou guerriers",appartient_a_race,"Nazgûls sont à l'origine des Hommes du Deuxième Âge, rois ou seigneurs puissants, sorciers ou guerriers",traque
lumière,lampes,"La lumière du soleil, des étoiles et de la luneEn d'étincelantes lampes dans le cristal taillées,Jamais obscurcie par les nuages ou les ombres de la nuit,Brillait toujours là, belle et éclatante.",fait_partie_de,"lumière du soleil, des étoiles et de la luneEn d'étincelantes lampes",est_enfant_de
forces,submergées,"Alors qu'il retrouve temporairement l'espoir lors de l'arrivée des renforts elfiques, menés par Haldir, il se résigne tout de même à son sort après que les forces de Saroumane ont submergées la forteresse.",appartient_a_race,forces de Saroumane ont submergées,traque
artifices,raisons,"Saroumane prend cette place car il connaissait mieux que quiconque les artifices de Sauron, pour les avoirs longtemps étudiés ; mais aussi par son orgueil et désir de suprémacie[10]. Cependant, il devient de pplus en plus jaloux et effrayé de Gandalf[8], ce qui semble être l'une des raisons de sa future trahison.",fait_partie_de,"artifices de Sauron, pour les avoirs longtemps étudiés ; mais aussi par son orgueil et désir de suprémacie[10]. Cependant, il devient de pplus en plus jaloux et effrayé de Gandalf[8], ce qui semble être l'une des raisons",est_ennemi_de
míriel,bataille,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron.",combat_contre,"Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses bataille",se_marie_avec
soleil,tilion,"Le Soleil et la Lune ont également été contrôlés et dirigés par deux Maiar : Arien, un esprit de feu non corrompu par Melkor, a été choisi, pour sa beauté rayonnante et son dévouement féroce au fonctionnement des Valar, pour guider le Soleil, tandis que Tilion, un chasseur dans la compagnie d'Oromë, a été choisi pour diriger la Lune.",est_mentor_de,"Soleil et la Lune ont également été contrôlés et dirigés par deux Maiar : Arien, un esprit de feu non corrompu par Melkor, a été choisi, pour sa beauté rayonnante et son dévouement féroce au fonctionnement des Valar, pour guider le Soleil, tandis que Tilion",est_enfant_de
tilion,maia,"Le Soleil et la Lune ont également été contrôlés et dirigés par deux Maiar : Arien, un esprit de feu non corrompu par Melkor, a été choisi, pour sa beauté rayonnante et son dévouement féroce au fonctionnement des Valar, pour guider le Soleil, tandis que Tilion, un chasseur dans la compagnie d'Oromë, a été choisi pour diriger la Lune.",est_mentor_de,"Maiar : Arien, un esprit de feu non corrompu par Melkor, a été choisi, pour sa beauté rayonnante et son dévouement féroce au fonctionnement des Valar, pour guider le Soleil, tandis que Tilion",regne_sur
parents,thranduil,Ses parents ont été tués par des Orques quand elle était plus jeune et on laisse entendre que Thranduil s'est occupé d'elle depuis lors.,fait_partie_de,parents ont été tués par des Orques quand elle était plus jeune et on laisse entendre que Thranduil,est_parent_de
accueille,hobbitebourg,"En 3002, Elrond accueille à Fondcombe Bilbon Sacquet, qui, l'année précédente, après avec donner une grande fête à Hobbitebourg pour son anniversaire, a quitté la Comté, laissant son anneau à Frodon.",fait_partie_de,"accueille à Fondcombe Bilbon Sacquet, qui, l'année précédente, après avec donner une grande fête à Hobbitebourg",fait_partie_de
prophétie,murmure,Une prophétie prévoit même que Melkor pourrait sortir du vide et faire entendre sa voix comme un murmure silencieux qui aurait pour but de tenter les enfants d'Eru vers le mal.,fait_partie_de,prophétie prévoit même que Melkor pourrait sortir du vide et faire entendre sa voix comme un murmure,regne_sur
plupart,joindre,"Néanmoins, la plupart des Hommes crurent en totalité ou à moitié à ses mensonges et quittèrent le Nord pour rejoindre les forces de Morgoth.",appartient_a_race,plupart des Hommes crurent en totalité ou à moitié à ses mensonges et quittèrent le Nord pour rejoindre,est_enfant_de
nazgûls,établit,"Alors que les quatre autres Nazgûls poursuivent les Rôdeurs puis reviennent pour surveiller la frontière Est de La Comté le long du Chemin Vert, le Seigneur de Morgul établit son camp à Andrath.",fait_partie_de,"Nazgûls poursuivent les Rôdeurs puis reviennent pour surveiller la frontière Est de La Comté le long du Chemin Vert, le Seigneur de Morgul établit",traque
théoden,jours,"Quelques jours après la bataille de Fort-le-Cor, alors que Théoden est en chemin pour retourner à Edoras, la Flèche rouge de Denethor avertit le Rohan de l'assaut imminent des forces de Sauron sur Minas Tirith.",combat_contre,"jours après la bataille de Fort-le-Cor, alors que Théoden",est_ennemi_de
corps,obligé,"Finalement, Legolas est obligé d'agir lorsque Langue-de-Serpent poignarde Saroumane, alors l'elfe tire dans le cœur de Grima, mais il est trop tard pour sauver le magicien et le corps de l'ancien sorcier blanc s'effondre et atterrit sur une roue au bas d'Orthanc.",appartient_a_race,"obligé d'agir lorsque Langue-de-Serpent poignarde Saroumane, alors l'elfe tire dans le cœur de Grima, mais il est trop tard pour sauver le magicien et le corps",a_titre
bataille,renforts,"Il est d'ailleurs à un moment en grave danger d'être saisi par des Orques après avoir trébuché en montant un escalier, mais il est sauvé par une flèche de Legolas[19]. Enfin, au lever du jour, quand Aragorn accompagne Théoden dans une chevauchée à laquelle l'ennemi ne résiste pas, des renforts arrivent, et la bataille est gagnée.",combat_contre,"renforts arrivent, et la bataille",fait_partie_de
théoden,roger,"Dans la trilogie du Seigneur des Anneaux, adaptée par Peter Jackson, Théoden est interprété par Bernard Hill et est doublé en français par Roger Mollien.",fait_partie_de,Théoden est interprété par Bernard Hill et est doublé en français par Roger,a_titre
voix,stone,"Dans Le Seigneur des Anneaux de Ralph Bakshi de 1978, adaptation qui reprend La Communauté de l'Anneau et Les Deux Tour, Théoden apparait dont la voix est faite par Philip Stone, doublé en français par Jean-Henri Chambois.",fait_partie_de,voix est faite par Philip Stone,est_parent_de
faramir,citadelle,"Faramir ayant reçu une blessure d'une lame empoisonnée durant la retraite d'Osgiliath, gisait à l'intérieur de la citadelle.",est_ami_de,"Faramir ayant reçu une blessure d'une lame empoisonnée durant la retraite d'Osgiliath, gisait à l'intérieur de la citadelle",est_ennemi_de
longs,voyages,Ses longs voyages lui ont permis de rencontrer de nombreuses personnes influentes et puissantes et de nouer des liens durables avec elles.,fait_partie_de,longs voyages,se_marie_avec
plaine,forces,"plus au Sud, la plaine de Núrn est plus fertile et est occupée en son centre par la mer intérieure de Núrnen, c'est là que résident et travaillent les esclaves humains sous le joug des forces de Sauron qui fournissent tout le matériel et la nourriture nécessaires aux gigantesques armées pendant la Guerre de l'Anneau.",appartient_a_race,"plaine de Núrn est plus fertile et est occupée en son centre par la mer intérieure de Núrnen, c'est là que résident et travaillent les esclaves humains sous le joug des forces",est_ennemi_de
royaumes,forces,"L'assaut de Morgoth fut si rapide et écrasant que les différents royaumes elfiques furent incapables de rassembler leurs forces dans une sorte de front unifié, et en tant que tel, Morgoth pu alors engager les forces elfiques de manière fragmentaire, émoussant considérablement l'efficacité de toute résistance.",appartient_a_race,royaumes elfiques furent incapables de rassembler leurs forces,combat_contre
morts,argent,"À la Pierre d'Erech, Aragorn sonne d'un cor d'argent que lui donne Elrohir, et les Morts lui répondent avec le son d'autres cors, car une grande armée est rassemblée tout autour de la colline où se dresse la pierre.",fait_partie_de,"argent que lui donne Elrohir, et les Morts",est_ennemi_de
lothlórien,peuplée,"La Lothlórien , ou simplement la Lórien, est une forêt peuplée d'Elfes, dirigés par Galadriel et Celeborn. À ne pas confondre avec la Lórien de Valinor, en Aman.",appartient_a_race,"Lothlórien , ou simplement la Lórien, est une forêt peuplée",fait_partie_de
nains,domination,"Après sa domination sur le magicien, Sauron envoie un message à Smaug annonçant l'arrivée de la compagnie de Thorin avant de recevoir un message de Bolg annonçant que les Nains ont pénétré dans la Montagne Solitaire.",appartient_a_race,"domination sur le magicien, Sauron envoie un message à Smaug annonçant l'arrivée de la compagnie de Thorin avant de recevoir un message de Bolg annonçant que les Nains",est_ennemi_de
prédiction,triomphe,"Cette prédiction se verra accomplie des siècles après, lorsque Éowyn et Meriadoc Brandebouc, autrement dit une femme et un semi-homme, triomphent du Roi-Sorcier au cours de la bataille des champs du Pelennor pendant la guerre de l’Anneau.",combat_contre,"prédiction se verra accomplie des siècles après, lorsque Éowyn et Meriadoc Brandebouc, autrement dit une femme et un semi-homme, triomphe",se_marie_avec
manœuvre,garde,"La véritable manœuvre réalisée par Gandalf ne consiste pas à chercher à battre les forces de Sauron, mais plutôt à distraire le Seigneur des Ténèbres, le faisant baisser sa garde et permettant ainsi à Frodon et à Sam de poursuivre leur périple jusqu'à la Montagne du Destin.",appartient_a_race,"manœuvre réalisée par Gandalf ne consiste pas à chercher à battre les forces de Sauron, mais plutôt à distraire le Seigneur des Ténèbres, le faisant baisser sa garde",a_titre
enveloppe,survivre,"Bien que son enveloppe corporelle soit de nouveau détruite, son esprit parvient à survivre grâce à l'immense quantité de pouvoir contenue dans l'Anneau Unique.",fait_partie_de,"enveloppe corporelle soit de nouveau détruite, son esprit parvient à survivre",est_enfant_de
centre,centrale,"La région centrale s'appelait Mittalmar, et en son centre se dressait la montagne sacrée, le Meneltarma, le ""Pilier du Ciel"".",fait_partie_de,"centrale s'appelait Mittalmar, et en son centre",fait_partie_de
soupçons,confirmés,"Gandalf revient en Comté À son retour dans la Comté, Gandalf se rend immédiatement chez Frodon et ses soupçons sont confirmés en jetant l'Anneau dans le feu de l'âtre de Frodon, ce qui révéle, en Parler noir, l'inscription sur l'anneau.",fait_partie_de,soupçons sont confirmés,est_enfant_de
bataille,armées,"Quand ils reviennent dans les ruines de Dale, la Bataille des Cinq Armées a déjà commencé et ils trouvent Gandalf le Gris, lui disant qu'une autre armée d'Orques va arriver.",combat_contre,Bataille des Cinq Armées,se_marie_avec
enveloppe,dégage,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin.",regne_sur,enveloppe dégage,a_titre
amis,joindre,"Ses amis, Merry et Fredegar Bolger, partent préparer sa maison tandis que Frodon, accompagné de Sam et Pippin, quitte la Comté à pied pour rejoindre sa nouvelle maison.",est_ami_de,"amis, Merry et Fredegar Bolger, partent préparer sa maison tandis que Frodon, accompagné de Sam et Pippin, quitte la Comté à pied pour rejoindre",fait_partie_de
bannière,couvre,"Mais alors que Gandalf découvre un Œil rouge, la bannière de Sauron, peint à l'entrée de la forêt, il est contraint de quitter les Nains pour mener son enquête et se rend sans attendre au Mont du Rhudaur.",appartient_a_race,"couvre un Œil rouge, la bannière",porte_objet
celebrían,caradhras,"Ainsi, en 2509, alors qu'elle se rend en Lothlórien, Celebrían est capturée par des Orques dans les Monts Brumeux, au passage du col de Caradhras.",fait_partie_de,"Celebrían est capturée par des Orques dans les Monts Brumeux, au passage du col de Caradhras",porte_objet
famille,couvre,"Toutefois, elle découvre un document indiquant que la famille royale des Terres du Sud a été rompue il y a plus de mille ans.",est_ami_de,couvre un document indiquant que la famille,fait_partie_de
